variable_1,variable_2,correlacion,metodo,correlacion_abs,nivel_alerta,familia_1,tipo_1,familia_2,tipo_2,misma_familia,comentario
n_profesionales,edad_65mas,-0.23575378814944595,MixedCor,0.23575378814944595,baja,hogar,continua,edad,dicotomica,NO,Baja o manejable
n_trabajadores,vive_pareja,0.23411401519974753,Spearman,0.23411401519974753,baja,hogar,continua,hogar,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
quintil_3,quintil_5,-0.23366671863625715,Pearson,0.23366671863625715,baja,ingresos,dicotomica,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
quintil_3,quintil_5,-0.23366671863625715,Spearman,0.23366671863625715,baja,ingresos,dicotomica,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
n_trabajadores,mod_TD,-0.23219443741388815,MixedCor,0.23219443741388815,baja,hogar,continua,modulo,dicotomica,NO,Baja o manejable
quintil_4,quintil_5,-0.22691814937703872,Pearson,0.22691814937703872,baja,ingresos,dicotomica,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
quintil_4,quintil_5,-0.22691814937703872,Spearman,0.22691814937703872,baja,ingresos,dicotomica,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TC,edad_65mas,-0.22137643312694863,MixedCor,0.22137643312694863,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_TC,edad_65mas,-0.2213607559845738,Tetracorica,0.2213607559845738,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
educ_secundaria,ing_personal,-0.22111526211781743,Spearman,0.22111526211781743,baja,educacion,dicotomica,ingresos,continua,NO,Baja o manejable
modulo_modelo,pareja_modelo,0.22076520176472259,Cramer V base larga,0.22076520176472259,baja,modulo,categorica_nominal,hogar,categorica_nominal,NO,Baja o manejable
n_profesionales,vive_pareja,0.21856934630009367,MixedCor,0.21856934630009367,baja,hogar,continua,hogar,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
female,ing_personal,-0.21703481706439304,Pearson,0.21703481706439304,baja,sexo,dicotomica,ingresos,continua,NO,Baja o manejable
educacion_modelo,quintil_modelo,0.2166551882454425,Cramer V base larga,0.2166551882454425,baja,educacion,categorica_ordinal,ingresos,categorica_ordinal,NO,Baja o manejable
n_trabajadores,mod_CP,-0.21342588139097637,MixedCor,0.21342588139097637,baja,hogar,continua,modulo,dicotomica,NO,Baja o manejable
quintil_modelo,pareja_modelo,0.2071539399642545,Cramer V base larga,0.2071539399642545,baja,ingresos,categorica_ordinal,hogar,categorica_nominal,NO,Baja o manejable
mod_TC,edad_18_24,-0.20574134448152329,MixedCor,0.20574134448152329,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_TC,edad_18_24,-0.2057361028129442,Tetracorica,0.2057361028129442,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
educacion_modelo,quintil_modelo,0.2037942698325967,Cramer V persona,0.2037942698325967,baja,educacion,categorica_ordinal,ingresos,categorica_ordinal,NO,Baja o manejable
edad_18_24,ing_personal,-0.20044032087466063,Pearson,0.20044032087466063,baja,edad,dicotomica,ingresos,continua,NO,Baja o manejable
n_trabajadores,vive_pareja,0.1994629765010208,Pearson,0.1994629765010208,baja,hogar,continua,hogar,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
n_trabajadores,quintil_5,0.19934798288646804,Pearson,0.19934798288646804,baja,hogar,continua,ingresos,dicotomica,NO,Baja o manejable
mod_TD,edad_65mas,0.1956650397020514,Pearson,0.1956650397020514,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_TD,edad_65mas,0.1956650397020514,Spearman,0.1956650397020514,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
educ_secundaria,ing_personal,-0.19513717695017643,Pearson,0.19513717695017643,baja,educacion,dicotomica,ingresos,continua,NO,Baja o manejable
educ_secundaria,quintil_5,-0.1945687244898807,MixedCor,0.1945687244898807,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
educ_secundaria,quintil_5,-0.19456566949416215,Tetracorica,0.19456566949416215,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
n_trabajadores,quintil_5,0.19410824729859427,Spearman,0.19410824729859427,baja,hogar,continua,ingresos,dicotomica,NO,Baja o manejable
edad_18_24,educ_secundaria,0.19333659751632384,Pearson,0.19333659751632384,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
edad_18_24,educ_secundaria,0.19333659751632384,Spearman,0.19333659751632384,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
edad_modelo,educacion_modelo,-0.19235128831541934,Policorica ordinales persona,0.19235128831541934,baja,edad,categorica_ordinal,educacion,categorica_ordinal,NO,Baja o manejable
edad_modelo,quintil_modelo,0.19204024922029928,Policorica ordinales persona,0.19204024922029928,baja,edad,categorica_ordinal,ingresos,categorica_ordinal,NO,Baja o manejable
mod_TD,n_trabajadores,-0.18966594949825522,Spearman,0.18966594949825522,baja,modulo,dicotomica,hogar,continua,NO,Baja o manejable
n_profesionales,vive_pareja,0.1877759326537368,Spearman,0.1877759326537368,baja,hogar,continua,hogar,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_ED,vive_pareja,-0.18678183076634874,Spearman,0.18678183076634874,baja,modulo,dicotomica,hogar,dicotomica,NO,Baja o manejable
mod_ED,vive_pareja,-0.1867818307663487,Pearson,0.1867818307663487,baja,modulo,dicotomica,hogar,dicotomica,NO,Baja o manejable
ing_personal,edad_65mas,0.18676903235237508,MixedCor,0.18676903235237508,baja,ingresos,continua,edad,dicotomica,NO,Baja o manejable
n_profesionales,quintil_4,0.18549270956137162,MixedCor,0.18549270956137162,baja,hogar,continua,ingresos,dicotomica,NO,Baja o manejable
quintil_modelo,pareja_modelo,0.18448982045444384,Cramer V persona,0.18448982045444384,baja,ingresos,categorica_ordinal,hogar,categorica_nominal,NO,Baja o manejable
mod_TD,n_trabajadores,-0.1833461746233298,Pearson,0.1833461746233298,baja,modulo,dicotomica,hogar,continua,NO,Baja o manejable
edad_65mas,ing_personal,0.18039853248810142,Spearman,0.18039853248810142,baja,edad,dicotomica,ingresos,continua,NO,Baja o manejable
mod_TD,mod_CP,-0.17977356923959376,Pearson,0.17977356923959376,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TD,mod_CP,-0.17977356923959376,Spearman,0.17977356923959376,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
n_profesionales,vive_pareja,0.17390418586209422,Pearson,0.17390418586209422,baja,hogar,continua,hogar,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
n_profesionales,ing_personal,0.1732092773701718,Spearman,0.1732092773701718,baja,hogar,continua,ingresos,continua,NO,Baja o manejable
mod_ED,mod_CP,-0.17258822339178095,Tetracorica,0.17258822339178095,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_ED,mod_CP,-0.17256111112798028,MixedCor,0.17256111112798028,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
n_profesionales,ing_personal,0.17229810498372647,Pearson,0.17229810498372647,baja,hogar,continua,ingresos,continua,NO,Baja o manejable
n_profesionales,ing_personal,0.17229810498372647,MixedCor,0.17229810498372647,baja,hogar,continua,ingresos,continua,NO,Baja o manejable
mod_TD,mod_ED,-0.17229461433449436,Pearson,0.17229461433449436,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TD,mod_ED,-0.17229461433449436,Spearman,0.17229461433449436,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
quintil_4,ing_personal,0.1675247842181245,Spearman,0.1675247842181245,baja,ingresos,dicotomica,ingresos,continua,SI,Correlacion esperable dentro del mismo bloque de variables
n_trabajadores,quintil_4,0.16636968706082345,Pearson,0.16636968706082345,baja,hogar,continua,ingresos,dicotomica,NO,Baja o manejable
n_trabajadores,quintil_4,0.16234467944669953,Spearman,0.16234467944669953,baja,hogar,continua,ingresos,dicotomica,NO,Baja o manejable
edad_65mas,n_profesionales,-0.16114564589286343,Spearman,0.16114564589286343,baja,edad,dicotomica,hogar,continua,NO,Baja o manejable
mod_CP,T_mod_10h,-0.16016478405431284,Spearman,0.16016478405431284,baja,modulo,dicotomica,tiempo_modulo,continua,NO,Baja o manejable
mod_TD,edad_18_24,-0.15952549741395744,MixedCor,0.15952549741395744,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_TD,edad_18_24,-0.15952375080837894,Tetracorica,0.15952375080837894,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_CP,T_mod_10h,-0.15648929033106015,Pearson,0.15648929033106015,baja,modulo,dicotomica,tiempo_modulo,continua,NO,Baja o manejable
mod_CP,edad_65mas,0.15070850470610653,Pearson,0.15070850470610653,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_CP,edad_65mas,0.1507085047061065,Spearman,0.1507085047061065,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
edad_65mas,n_profesionales,-0.14961319367411713,Pearson,0.14961319367411713,baja,edad,dicotomica,hogar,continua,NO,Baja o manejable
edad_18_24,educ_universitaria,-0.1490023415414925,Pearson,0.1490023415414925,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
edad_18_24,educ_universitaria,-0.14900234154149247,Spearman,0.14900234154149247,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
mod_ED,ing_personal,-0.14714006813669786,Pearson,0.14714006813669786,baja,modulo,dicotomica,ingresos,continua,NO,Baja o manejable
edad_18_24,quintil_5,-0.14391293533565244,MixedCor,0.14391293533565244,baja,edad,dicotomica,ingresos,dicotomica,NO,Baja o manejable
edad_18_24,quintil_5,-0.14391045876012293,Tetracorica,0.14391045876012293,baja,edad,dicotomica,ingresos,dicotomica,NO,Baja o manejable
female,vive_pareja,-0.1413953533314426,MixedCor,0.1413953533314426,baja,sexo,dicotomica,hogar,dicotomica,NO,Baja o manejable
female,vive_pareja,-0.1413932960202097,Tetracorica,0.1413932960202097,baja,sexo,dicotomica,hogar,dicotomica,NO,Baja o manejable
edad_65mas,educ_tecnica,-0.14099371531386728,MixedCor,0.14099371531386728,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
edad_65mas,educ_tecnica,-0.14098977820029412,Tetracorica,0.14098977820029412,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
modulo_modelo,sexo_modelo,0.1403015281324825,Cramer V base larga,0.1403015281324825,baja,modulo,categorica_nominal,sexo,categorica_nominal,NO,Baja o manejable
mod_CP,female,0.13794979256209589,MixedCor,0.13794979256209589,baja,modulo,dicotomica,sexo,dicotomica,NO,Baja o manejable
mod_CP,female,0.1379443118950467,Tetracorica,0.1379443118950467,baja,modulo,dicotomica,sexo,dicotomica,NO,Baja o manejable
n_profesionales,quintil_4,0.1362055879450458,Spearman,0.1362055879450458,baja,hogar,continua,ingresos,dicotomica,NO,Baja o manejable
mod_TC,vive_pareja,0.13273279970264787,Spearman,0.13273279970264787,baja,modulo,dicotomica,hogar,dicotomica,NO,Baja o manejable
mod_TC,vive_pareja,0.13273279970264784,Pearson,0.13273279970264784,baja,modulo,dicotomica,hogar,dicotomica,NO,Baja o manejable
vive_pareja,quintil_5,0.13081584328720405,MixedCor,0.13081584328720405,baja,hogar,dicotomica,ingresos,dicotomica,NO,Baja o manejable
vive_pareja,quintil_5,0.1308137432015724,Tetracorica,0.1308137432015724,baja,hogar,dicotomica,ingresos,dicotomica,NO,Baja o manejable
edad_18_24,edad_65mas,-0.13002639679744452,Spearman,0.13002639679744452,baja,edad,dicotomica,edad,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
edad_18_24,edad_65mas,-0.1300263967974445,Pearson,0.1300263967974445,baja,edad,dicotomica,edad,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
n_profesionales,quintil_4,0.12954763834696506,Pearson,0.12954763834696506,baja,hogar,continua,ingresos,dicotomica,NO,Baja o manejable
mod_ED,educ_secundaria,0.12811948151228789,Spearman,0.12811948151228789,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
mod_ED,educ_secundaria,0.12811948151228786,Pearson,0.12811948151228786,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
edad_65mas,educ_tecnica,-0.12306156041602666,Pearson,0.12306156041602666,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
edad_65mas,educ_tecnica,-0.12306156041602666,Spearman,0.12306156041602666,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
educ_secundaria,quintil_5,-0.12079658281241273,Pearson,0.12079658281241273,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
educ_secundaria,quintil_5,-0.12079658281241273,Spearman,0.12079658281241273,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
educ_tecnica,quintil_5,-0.12057604852994809,MixedCor,0.12057604852994809,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
educ_tecnica,quintil_5,-0.12057430810938732,Tetracorica,0.12057430810938732,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
edad_modelo,quintil_modelo,0.11862960716570504,Cramer V persona,0.11862960716570504,baja,edad,categorica_ordinal,ingresos,categorica_ordinal,NO,Baja o manejable
edad_65mas,ing_personal,0.11852666983213016,Pearson,0.11852666983213016,baja,edad,dicotomica,ingresos,continua,NO,Baja o manejable
educ_universitaria,quintil_3,-0.1172501018485463,MixedCor,0.1172501018485463,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
educ_universitaria,quintil_3,-0.1172496925833547,Tetracorica,0.1172496925833547,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
modulo_modelo,educacion_modelo,0.11576138661679825,Cramer V base larga,0.11576138661679825,baja,modulo,categorica_nominal,educacion,categorica_ordinal,NO,Baja o manejable
vive_pareja,quintil_5,0.11473630691658376,Pearson,0.11473630691658376,baja,hogar,dicotomica,ingresos,dicotomica,NO,Baja o manejable
vive_pareja,quintil_5,0.11473630691658376,Spearman,0.11473630691658376,baja,hogar,dicotomica,ingresos,dicotomica,NO,Baja o manejable
edad_modelo,quintil_modelo,0.1146666732880618,Cramer V base larga,0.1146666732880618,baja,edad,categorica_ordinal,ingresos,categorica_ordinal,NO,Baja o manejable
ing_personal,educ_tecnica,-0.11435383029347604,MixedCor,0.11435383029347604,baja,ingresos,continua,educacion,dicotomica,NO,Baja o manejable
ing_personal,quintil_3,-0.1066771519241911,MixedCor,0.1066771519241911,baja,ingresos,continua,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
vive_pareja,educ_universitaria,0.10662382090384438,Tetracorica,0.10662382090384438,baja,hogar,dicotomica,educacion,dicotomica,NO,Baja o manejable
vive_pareja,educ_universitaria,0.1066231535072042,MixedCor,0.1066231535072042,baja,hogar,dicotomica,educacion,dicotomica,NO,Baja o manejable
mod_ED,T_mod_10h,0.10599566316030411,Pearson,0.10599566316030411,baja,modulo,dicotomica,tiempo_modulo,continua,NO,Baja o manejable
mod_CP,edad_18_24,-0.1021660801014409,Tetracorica,0.1021660801014409,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_CP,edad_18_24,-0.10216482463518556,MixedCor,0.10216482463518556,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_ED,T_mod_10h,0.10191347431863691,Spearman,0.10191347431863691,baja,modulo,dicotomica,tiempo_modulo,continua,NO,Baja o manejable
mod_CP,n_trabajadores,-0.10173806805319993,Spearman,0.10173806805319993,baja,modulo,dicotomica,hogar,continua,NO,Baja o manejable
female,edad_18_24,-0.099939748068785,MixedCor,0.099939748068785,baja,sexo,dicotomica,edad,dicotomica,NO,Baja o manejable
female,edad_18_24,-0.09993543330896967,Tetracorica,0.09993543330896967,baja,sexo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_CP,n_trabajadores,-0.09778137541445718,Pearson,0.09778137541445718,baja,modulo,dicotomica,hogar,continua,NO,Baja o manejable
female,quintil_5,-0.09679055017168645,MixedCor,0.09679055017168645,baja,sexo,dicotomica,ingresos,dicotomica,NO,Baja o manejable
female,quintil_5,-0.0967890150943515,Tetracorica,0.0967890150943515,baja,sexo,dicotomica,ingresos,dicotomica,NO,Baja o manejable
mod_ED,educ_universitaria,-0.09554942362280584,Spearman,0.09554942362280584,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
mod_ED,educ_universitaria,-0.09554942362280582,Pearson,0.09554942362280582,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
n_trabajadores,mod_ED,-0.09255606728620132,MixedCor,0.09255606728620132,baja,hogar,continua,modulo,dicotomica,NO,Baja o manejable
edad_18_24,quintil_4,-0.0924820966013535,MixedCor,0.0924820966013535,baja,edad,dicotomica,ingresos,dicotomica,NO,Baja o manejable
edad_18_24,quintil_4,-0.09247936164040273,Tetracorica,0.09247936164040273,baja,edad,dicotomica,ingresos,dicotomica,NO,Baja o manejable
edad_65mas,educ_universitaria,-0.09152449943533933,Spearman,0.09152449943533933,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
edad_65mas,educ_universitaria,-0.09152449943533932,Pearson,0.09152449943533932,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
mod_TC,edad_65mas,-0.09149272729396211,Pearson,0.09149272729396211,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_TC,edad_65mas,-0.0914927272939621,Spearman,0.0914927272939621,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
sexo_modelo,quintil_modelo,0.0882013771096911,Cramer V base larga,0.0882013771096911,baja,sexo,categorica_nominal,ingresos,categorica_ordinal,NO,Baja o manejable
mod_TC,mod_CP,-0.08753582769693298,Pearson,0.08753582769693298,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TC,mod_CP,-0.08753582769693298,Spearman,0.08753582769693298,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
female,vive_pareja,-0.08733126491732307,Spearman,0.08733126491732307,baja,sexo,dicotomica,hogar,dicotomica,NO,Baja o manejable
sexo_modelo,pareja_modelo,0.08733126491732307,Cramer V base larga,0.08733126491732307,baja,sexo,categorica_nominal,hogar,categorica_nominal,NO,Baja o manejable
female,vive_pareja,-0.08733126491732306,Pearson,0.08733126491732306,baja,sexo,dicotomica,hogar,dicotomica,NO,Baja o manejable
sexo_modelo,quintil_modelo,0.0858361635375657,Cramer V persona,0.0858361635375657,baja,sexo,categorica_nominal,ingresos,categorica_ordinal,NO,Baja o manejable
mod_ED,female,-0.0852522036458343,Tetracorica,0.0852522036458343,baja,modulo,dicotomica,sexo,dicotomica,NO,Baja o manejable
mod_ED,female,-0.08525171584946652,MixedCor,0.08525171584946652,baja,modulo,dicotomica,sexo,dicotomica,NO,Baja o manejable
educ_tecnica,ing_personal,-0.08522054555726563,Pearson,0.08522054555726563,baja,educacion,dicotomica,ingresos,continua,NO,Baja o manejable
mod_ED,quintil_5,-0.08439377336403266,MixedCor,0.08439377336403266,baja,modulo,dicotomica,ingresos,dicotomica,NO,Baja o manejable
mod_ED,quintil_5,-0.0843916446372381,Tetracorica,0.0843916446372381,baja,modulo,dicotomica,ingresos,dicotomica,NO,Baja o manejable
mod_TC,mod_ED,-0.08389415494884736,Spearman,0.08389415494884736,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TC,mod_ED,-0.08389415494884735,Pearson,0.08389415494884735,baja,modulo,dicotomica,modulo,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TC,ing_personal,-0.083791734300611,Spearman,0.083791734300611,baja,modulo,dicotomica,ingresos,continua,NO,Baja o manejable
ing_personal,quintil_4,0.08298722155296524,MixedCor,0.08298722155296524,baja,ingresos,continua,ingresos,dicotomica,SI,Correlacion esperable dentro del mismo bloque de variables
mod_ED,edad_65mas,-0.0822273699063512,Spearman,0.0822273699063512,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_ED,edad_65mas,-0.08222736990635118,Pearson,0.08222736990635118,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_TD,ing_personal,-0.0817205062203518,Spearman,0.0817205062203518,baja,modulo,dicotomica,ingresos,continua,NO,Baja o manejable
n_profesionales,mod_TC,0.08132688800836577,MixedCor,0.08132688800836577,baja,hogar,continua,modulo,dicotomica,NO,Baja o manejable
edad_18_24,educ_tecnica,0.07943360602802546,MixedCor,0.07943360602802546,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
edad_18_24,educ_tecnica,0.07943348328095773,Tetracorica,0.07943348328095773,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
n_trabajadores,ing_personal,0.07909917729421242,Spearman,0.07909917729421242,baja,hogar,continua,ingresos,continua,NO,Baja o manejable
ing_personal,vive_pareja,0.07865113190232713,MixedCor,0.07865113190232713,baja,ingresos,continua,hogar,dicotomica,NO,Baja o manejable
mod_TC,educ_universitaria,0.07847846439577984,Tetracorica,0.07847846439577984,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
mod_TC,educ_universitaria,0.07847720488650682,MixedCor,0.07847720488650682,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
mod_TC,educ_tecnica,0.07804137727236059,MixedCor,0.07804137727236059,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
mod_TC,educ_tecnica,0.07803949033146258,Tetracorica,0.07803949033146258,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
edad_65mas,quintil_5,0.07745754912487313,Pearson,0.07745754912487313,baja,edad,dicotomica,ingresos,dicotomica,NO,Baja o manejable
edad_65mas,quintil_5,0.07745754912487313,Spearman,0.07745754912487313,baja,edad,dicotomica,ingresos,dicotomica,NO,Baja o manejable
ing_personal,mod_CP,-0.07552410789340457,MixedCor,0.07552410789340457,baja,ingresos,continua,modulo,dicotomica,NO,Baja o manejable
quintil_3,ing_personal,-0.07528925557005092,Pearson,0.07528925557005092,baja,ingresos,dicotomica,ingresos,continua,SI,Correlacion esperable dentro del mismo bloque de variables
mod_TC,female,0.07509841643791774,MixedCor,0.07509841643791774,baja,modulo,dicotomica,sexo,dicotomica,NO,Baja o manejable
mod_TC,female,0.07509577672398789,Tetracorica,0.07509577672398789,baja,modulo,dicotomica,sexo,dicotomica,NO,Baja o manejable
edad_65mas,quintil_5,0.07339138232186493,MixedCor,0.07339138232186493,baja,edad,dicotomica,ingresos,dicotomica,NO,Baja o manejable
edad_65mas,quintil_5,0.07338928671539709,Tetracorica,0.07338928671539709,baja,edad,dicotomica,ingresos,dicotomica,NO,Baja o manejable
edad_65mas,educ_secundaria,-0.07329320709826863,Spearman,0.07329320709826863,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
edad_65mas,educ_secundaria,-0.07329320709826861,Pearson,0.07329320709826861,baja,edad,dicotomica,educacion,dicotomica,NO,Baja o manejable
n_profesionales,mod_TD,-0.0717432485763233,MixedCor,0.0717432485763233,baja,hogar,continua,modulo,dicotomica,NO,Baja o manejable
n_profesionales,mod_CP,-0.07102891003007646,MixedCor,0.07102891003007646,baja,hogar,continua,modulo,dicotomica,NO,Baja o manejable
mod_CP,female,0.06884182730593501,Pearson,0.06884182730593501,baja,modulo,dicotomica,sexo,dicotomica,NO,Baja o manejable
mod_CP,female,0.068841827305935,Spearman,0.068841827305935,baja,modulo,dicotomica,sexo,dicotomica,NO,Baja o manejable
vive_pareja,ing_personal,0.06756731353359828,Spearman,0.06756731353359828,baja,hogar,dicotomica,ingresos,continua,NO,Baja o manejable
sexo_modelo,edad_modelo,0.06699626737931415,Cramer V base larga,0.06699626737931415,baja,sexo,categorica_nominal,edad,categorica_ordinal,NO,Baja o manejable
mod_ED,quintil_4,-0.0669365555836163,MixedCor,0.0669365555836163,baja,modulo,dicotomica,ingresos,dicotomica,NO,Baja o manejable
mod_ED,quintil_4,-0.06693423627085866,Tetracorica,0.06693423627085866,baja,modulo,dicotomica,ingresos,dicotomica,NO,Baja o manejable
female,quintil_5,-0.06639043542300614,Pearson,0.06639043542300614,baja,sexo,dicotomica,ingresos,dicotomica,NO,Baja o manejable
female,quintil_5,-0.06639043542300613,Spearman,0.06639043542300613,baja,sexo,dicotomica,ingresos,dicotomica,NO,Baja o manejable
n_trabajadores,female,-0.06592442276248234,MixedCor,0.06592442276248234,baja,hogar,continua,sexo,dicotomica,NO,Baja o manejable
mod_TC,female,0.06589382122374665,Spearman,0.06589382122374665,baja,modulo,dicotomica,sexo,dicotomica,NO,Baja o manejable
mod_TC,female,0.06589382122374664,Pearson,0.06589382122374664,baja,modulo,dicotomica,sexo,dicotomica,NO,Baja o manejable
n_trabajadores,educ_universitaria,0.06578098530486512,Spearman,0.06578098530486512,baja,hogar,continua,educacion,dicotomica,NO,Baja o manejable
mod_TD,edad_18_24,-0.0655467817354815,Spearman,0.0655467817354815,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_TD,edad_18_24,-0.06554678173548148,Pearson,0.06554678173548148,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
educ_tecnica,quintil_5,-0.06510632052249866,Pearson,0.06510632052249866,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
educ_tecnica,quintil_5,-0.06510632052249866,Spearman,0.06510632052249866,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
educ_universitaria,quintil_4,0.06479182543165404,Pearson,0.06479182543165404,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
educ_universitaria,quintil_4,0.06479182543165404,Spearman,0.06479182543165404,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
n_trabajadores,educ_universitaria,0.06478702308154925,MixedCor,0.06478702308154925,baja,hogar,continua,educacion,dicotomica,NO,Baja o manejable
mod_TC,edad_18_24,-0.06475717508434613,Pearson,0.06475717508434613,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_TC,edad_18_24,-0.06475717508434613,Spearman,0.06475717508434613,baja,modulo,dicotomica,edad,dicotomica,NO,Baja o manejable
ing_personal,mod_TC,-0.06342219536958817,MixedCor,0.06342219536958817,baja,ingresos,continua,modulo,dicotomica,NO,Baja o manejable
vive_pareja,ing_personal,0.06257858794996321,Pearson,0.06257858794996321,baja,hogar,dicotomica,ingresos,continua,NO,Baja o manejable
educ_secundaria,quintil_4,-0.062307073497541256,MixedCor,0.062307073497541256,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
educ_secundaria,quintil_4,-0.06230563154277087,Tetracorica,0.06230563154277087,baja,educacion,dicotomica,ingresos,dicotomica,NO,Baja o manejable
vive_pareja,quintil_4,0.061390839451857505,Pearson,0.061390839451857505,baja,hogar,dicotomica,ingresos,dicotomica,NO,Baja o manejable
vive_pareja,quintil_4,0.061390839451857505,Spearman,0.061390839451857505,baja,hogar,dicotomica,ingresos,dicotomica,NO,Baja o manejable
female,edad_65mas,-0.06124450050635928,MixedCor,0.06124450050635928,baja,sexo,dicotomica,edad,dicotomica,NO,Baja o manejable
female,edad_65mas,-0.06124258065094888,Tetracorica,0.06124258065094888,baja,sexo,dicotomica,edad,dicotomica,NO,Baja o manejable
mod_TD,n_profesionales,-0.06121752175882362,Spearman,0.06121752175882362,baja,modulo,dicotomica,hogar,continua,NO,Baja o manejable
